quote,author,tags,searchable_text
"“How long was I asleep?"" she whispered. He didn't respond. ""How long was I asleep?"" she asked again, and noticed a hint of red in his cheeks. ""You were asleep, too?"" ""Until you began drooling on my shoulder.”","Sarah J. Maas,","['celaena-sardothien', 'chaol-westfall', 'throne-of-glass']","Quote: “How long was I asleep?"" she whispered. He didn't respond. ""How long was I asleep?"" she asked again, and noticed a hint of red in his cheeks. ""You were asleep, too?"" ""Until you began drooling on my shoulder.” Author: Sarah J. Maas, By: Sarah J. Maas, About: celaena-sardothien Topic: celaena-sardothien Theme: celaena-sardothien About: chaol-westfall Topic: chaol-westfall Theme: chaol-westfall About: throne-of-glass Topic: throne-of-glass Theme: throne-of-glass"
"“Sometimes, the best way to help someone is just to be near them.”","Veronica Roth,",['comfort'],"Quote: “Sometimes, the best way to help someone is just to be near them.” Author: Veronica Roth, By: Veronica Roth, About: comfort Topic: comfort Theme: comfort life quotes"
"“You believe in a book that has talking animals, wizards, witches, demons, sticks turning into snakes, burning bushes, food falling from the sky, people walking on water, and all sorts of magical, absurd and primitive stories, and you say that we are the ones that need help?”",Mark Twain,['books-bible'],"Quote: “You believe in a book that has talking animals, wizards, witches, demons, sticks turning into snakes, burning bushes, food falling from the sky, people walking on water, and all sorts of magical, absurd and primitive stories, and you say that we are the ones that need help?” Author: Mark Twain By: Mark Twain About: books-bible Topic: books-bible Theme: books-bible book quotes"
"“I am awfully greedy; I want everything from life. I want to be a woman and to be a man, to have many friends and to have loneliness, to work much and write good books, to travel and enjoy myself, to be selfish and to be unselfishâ€¦ You see, it is difficult to get all which I want. And then when I do not succeed I get mad with anger.”",Simone de Beauvoir,"['anger', 'books', 'friends', 'greedy', 'life', 'loneliness', 'man', 'myself', 'selfish', 'travel', 'woman', 'work', 'write']","Quote: “I am awfully greedy; I want everything from life. I want to be a woman and to be a man, to have many friends and to have loneliness, to work much and write good books, to travel and enjoy myself, to be selfish and to be unselfishâ€¦ You see, it is difficult to get all which I want. And then when I do not succeed I get mad with anger.” Author: Simone de Beauvoir By: Simone de Beauvoir About: anger Topic: anger Theme: anger About: books Topic: books Theme: books About: friends Topic: friends Theme: friends About: greedy Topic: greedy Theme: greedy About: life Topic: life Theme: life About: loneliness Topic: loneliness Theme: loneliness About: man Topic: man Theme: man About: myself Topic: myself Theme: myself About: selfish Topic: selfish Theme: selfish About: travel Topic: travel Theme: travel About: woman Topic: woman Theme: woman About: work Topic: work Theme: work About: write Topic: write Theme: write life quotes book quotes"
"“What's up?"" I asked.You tell me,"" he said. ""You were the one about ready to start making out with Adrian.""It was an experiment,"" I said. ""It was part of my therapy.""What the hell kind of therapy are you in?”","Richelle Mead,","['fight', 'humor']","Quote: “What's up?"" I asked.You tell me,"" he said. ""You were the one about ready to start making out with Adrian.""It was an experiment,"" I said. ""It was part of my therapy.""What the hell kind of therapy are you in?” Author: Richelle Mead, By: Richelle Mead, About: fight Topic: fight Theme: fight About: humor Topic: humor Theme: humor book quotes"
“This is a new year. A new beginning. And things will change.”,Taylor Swift,"['change', 'fresh-starts', 'new-beginnings', 'reinvention', 'time']",Quote: “This is a new year. A new beginning. And things will change.” Author: Taylor Swift By: Taylor Swift About: change Topic: change Theme: change About: fresh-starts Topic: fresh-starts Theme: fresh-starts About: new-beginnings Topic: new-beginnings Theme: new-beginnings About: reinvention Topic: reinvention Theme: reinvention About: time Topic: time Theme: time
“District 12: Where you can starve to death in safety.”,"Suzanne Collins,",['young-adult-fiction'],"Quote: “District 12: Where you can starve to death in safety.” Author: Suzanne Collins, By: Suzanne Collins, About: young-adult-fiction Topic: young-adult-fiction Theme: young-adult-fiction"
“Why do beautiful songs make you sad?' 'Because they aren't true.' 'Never?' 'Nothing is beautiful and true.”,"Jonathan Safran Foer,","['beauty', 'music', 'sadness']","Quote: “Why do beautiful songs make you sad?' 'Because they aren't true.' 'Never?' 'Nothing is beautiful and true.” Author: Jonathan Safran Foer, By: Jonathan Safran Foer, About: beauty Topic: beauty Theme: beauty About: music Topic: music Theme: music About: sadness Topic: sadness Theme: sadness"
"“There must be something in books, something we canâ€™t imagine, to make a woman stay in a burning house; there must be something there. You donâ€™t stay for nothing.”","Ray Bradbury,","['books', 'censorship']","Quote: “There must be something in books, something we canâ€™t imagine, to make a woman stay in a burning house; there must be something there. You donâ€™t stay for nothing.” Author: Ray Bradbury, By: Ray Bradbury, About: books Topic: books Theme: books About: censorship Topic: censorship Theme: censorship book quotes"
"“Now that she had nothing to lose, she was free.”","Paulo Coelho,",['freedom'],"Quote: “Now that she had nothing to lose, she was free.” Author: Paulo Coelho, By: Paulo Coelho, About: freedom Topic: freedom Theme: freedom"
"“Luxury is not a necessity to me, but beautiful and good things are.”",Anais Nin,['life'],"Quote: “Luxury is not a necessity to me, but beautiful and good things are.” Author: Anais Nin By: Anais Nin About: life Topic: life Theme: life"
"“It would seem that Our Lord finds our desires not too strong, but too weak. We are half-hearted creatures, fooling about with drink and sex and ambition when infinite joy is offered us, like an ignorant child who wants to go on making mud pies in a slum because he cannot imagine what is meant by the offer of a holiday at the sea. We are far too easily pleased.”","C.S. Lewis,",['christianity'],"Quote: “It would seem that Our Lord finds our desires not too strong, but too weak. We are half-hearted creatures, fooling about with drink and sex and ambition when infinite joy is offered us, like an ignorant child who wants to go on making mud pies in a slum because he cannot imagine what is meant by the offer of a holiday at the sea. We are far too easily pleased.” Author: C.S. Lewis, By: C.S. Lewis, About: christianity Topic: christianity Theme: christianity love quotes"
“I guess by now I should know enough about loss to realize that you never really stop missing someone-you just learn to live around the huge gaping hole of their absence.”,"Alyson Noel,","['alyson', 'evermore', 'immortals', 'loss', 'noel']","Quote: “I guess by now I should know enough about loss to realize that you never really stop missing someone-you just learn to live around the huge gaping hole of their absence.” Author: Alyson Noel, By: Alyson Noel, About: alyson Topic: alyson Theme: alyson About: evermore Topic: evermore Theme: evermore About: immortals Topic: immortals Theme: immortals About: loss Topic: loss Theme: loss About: noel Topic: noel Theme: noel"
“What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.”,"Doris Lessing,",['inspirational'],"Quote: “What's terrible is to pretend that second-rate is first-rate. To pretend that you don't need love when you do; or you like your work when you know quite well you're capable of better.” Author: Doris Lessing, By: Doris Lessing, About: inspirational Topic: inspirational Theme: inspirational love quotes"
“All thinking men are atheists.”,"Ernest Hemingway,","['atheism', 'inspirational']","Quote: “All thinking men are atheists.” Author: Ernest Hemingway, By: Ernest Hemingway, About: atheism Topic: atheism Theme: atheism About: inspirational Topic: inspirational Theme: inspirational"
“Courage isn't having the strength to go on - it is going on when you don't have strength.”,Napoleon Bonaparte,"['courage', 'inspirational', 'strength']",Quote: “Courage isn't having the strength to go on - it is going on when you don't have strength.” Author: Napoleon Bonaparte By: Napoleon Bonaparte About: courage Topic: courage Theme: courage About: inspirational Topic: inspirational Theme: inspirational About: strength Topic: strength Theme: strength
"“Anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that 'my ignorance is just as good as your knowledge.'”",Isaac Asimov,"['democracy', 'elite', 'elitism', 'elitist', 'voter', 'voting']","Quote: “Anti-intellectualism has been a constant thread winding its way through our political and cultural life, nurtured by the false notion that democracy means that 'my ignorance is just as good as your knowledge.'” Author: Isaac Asimov By: Isaac Asimov About: democracy Topic: democracy Theme: democracy About: elite Topic: elite Theme: elite About: elitism Topic: elitism Theme: elitism About: elitist Topic: elitist Theme: elitist About: voter Topic: voter Theme: voter About: voting Topic: voting Theme: voting life quotes book quotes"
"“The sunlight claps the earth, and the moonbeams kiss the sea: what are all these kissings worth, if thou kiss not me?”",Percy Bysshe Shelley,"['kiss', 'love', 'nature']","Quote: “The sunlight claps the earth, and the moonbeams kiss the sea: what are all these kissings worth, if thou kiss not me?” Author: Percy Bysshe Shelley By: Percy Bysshe Shelley About: kiss Topic: kiss Theme: kiss About: love Topic: love Theme: love About: nature Topic: nature Theme: nature"
"“The most terrible poverty is loneliness, and the feeling of being unloved.”",Mother Teresa,['loneliness'],"Quote: “The most terrible poverty is loneliness, and the feeling of being unloved.” Author: Mother Teresa By: Mother Teresa About: loneliness Topic: loneliness Theme: loneliness love quotes"
"“The worst type of crying wasn't the kind everyone could see--the wailing on street corners, the tearing at clothes. No, the worst kind happened when your soul wept and no matter what you did, there was no way to comfort it. A section withered and became a scar on the part of your soul that survived. For people like me and Echo, our souls contained more scar tissue than life.”","Katie McGarry,","['crying', 'depression', 'grief', 'hurt', 'pain', 'sadness']","Quote: “The worst type of crying wasn't the kind everyone could see--the wailing on street corners, the tearing at clothes. No, the worst kind happened when your soul wept and no matter what you did, there was no way to comfort it. A section withered and became a scar on the part of your soul that survived. For people like me and Echo, our souls contained more scar tissue than life.” Author: Katie McGarry, By: Katie McGarry, About: crying Topic: crying Theme: crying About: depression Topic: depression Theme: depression About: grief Topic: grief Theme: grief About: hurt Topic: hurt Theme: hurt About: pain Topic: pain Theme: pain About: sadness Topic: sadness Theme: sadness life quotes"
"“To survive, you must tell stories.”","Umberto Eco,",['stories-writing'],"Quote: “To survive, you must tell stories.” Author: Umberto Eco, By: Umberto Eco, About: stories-writing Topic: stories-writing Theme: stories-writing"
"“A girl calls and asks, ""Does it hurt very much to die?""""Well, sweetheart,"" I tell her, ""yes, but it hurts a lot more to keep living.”","Chuck Palahniuk,","['death', 'living']","Quote: “A girl calls and asks, ""Does it hurt very much to die?""""Well, sweetheart,"" I tell her, ""yes, but it hurts a lot more to keep living.” Author: Chuck Palahniuk, By: Chuck Palahniuk, About: death Topic: death Theme: death About: living Topic: living Theme: living love quotes"
"“However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?”",Buddha Siddhartha Guatama Shakyamuni,['inspirational'],"Quote: “However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?” Author: Buddha Siddhartha Guatama Shakyamuni By: Buddha Siddhartha Guatama Shakyamuni About: inspirational Topic: inspirational Theme: inspirational book quotes"
“He who knows all the answers has not been asked all the questions.”,Confucius,['wisdom'],Quote: “He who knows all the answers has not been asked all the questions.” Author: Confucius By: Confucius About: wisdom Topic: wisdom Theme: wisdom
"“Let no one ever come to you without leaving better and happier. Be the living expression of God's kindness: kindness in your face, kindness in your eyes, kindness in your smile.”",Mother Teresa,['happiness'],"Quote: “Let no one ever come to you without leaving better and happier. Be the living expression of God's kindness: kindness in your face, kindness in your eyes, kindness in your smile.” Author: Mother Teresa By: Mother Teresa About: happiness Topic: happiness Theme: happiness"
"“The more I read, the more I acquire, the more certain I am that I know nothing.”",Voltaire,"['learning', 'self-knowledge', 'wisdom']","Quote: “The more I read, the more I acquire, the more certain I am that I know nothing.” Author: Voltaire By: Voltaire About: learning Topic: learning Theme: learning About: self-knowledge Topic: self-knowledge Theme: self-knowledge About: wisdom Topic: wisdom Theme: wisdom book quotes"
“You get what anybody gets - you get a lifetime.”,"Neil Gaiman,",['life'],"Quote: “You get what anybody gets - you get a lifetime.” Author: Neil Gaiman, By: Neil Gaiman, About: life Topic: life Theme: life life quotes"
“Feminism is the radical notion that women are human beings.”,Cheris Kramarae,"['feminism', 'women']",Quote: “Feminism is the radical notion that women are human beings.” Author: Cheris Kramarae By: Cheris Kramarae About: feminism Topic: feminism Theme: feminism About: women Topic: women Theme: women
“All human wisdom is contained in these two words - Wait and Hope”,"Alexandre Dumas,",['book-the-count-of-monte-cristo'],"Quote: “All human wisdom is contained in these two words - Wait and Hope” Author: Alexandre Dumas, By: Alexandre Dumas, About: book-the-count-of-monte-cristo Topic: book-the-count-of-monte-cristo Theme: book-the-count-of-monte-cristo"
"“Oh, we're playing nice now? Shall we have tea first? Brew up a nice pot of kiss-my-ass?”","Julie Kagawa,","['humor', 'puck']","Quote: “Oh, we're playing nice now? Shall we have tea first? Brew up a nice pot of kiss-my-ass?” Author: Julie Kagawa, By: Julie Kagawa, About: humor Topic: humor Theme: humor About: puck Topic: puck Theme: puck"
"“Stop fighting me!"" he said, trying to pull on the arm he held.He was in a precarious position himself, straddling the rail as he tried to lean over far enough to get me and actually hold onto me.â€œLet go of me!â€� I yelled back.But he was too strong and managed to haul most of me over the rail, enough so that I wasnâ€™t in total danger of falling again.See, hereâ€™s the thing. In that moment before I let go, I really had been contemplating my death. Iâ€™d come to terms with it and accepted it. I also, however, had known Dimitri might do something exactly like this. He was just that fast and that good. That was why I was holding my stake in the hand that was dangling free.I looked him in the eye. ""I will always love you.""Then I plunged the stake into his chest.It wasnâ€™t as precise a blow as I would have liked, not with the skilled way he was dodging. I struggled to get the stake in deep enough to his heart, unsure if I could do it from this angle. Then, his struggles stopped. His eyes stared at me, stunned, and his lips parted, almost into a smile, albeit a grisly and pained one.""Thatâ€™s what I was supposed to say. . .â€� he gasped out.Those were his last words.”","Richelle Mead,","['blood', 'bridge', 'death', 'dhampir', 'dimitri', 'love', 'magic', 'promise', 'rose', 'stake', 'strigoi']","Quote: “Stop fighting me!"" he said, trying to pull on the arm he held.He was in a precarious position himself, straddling the rail as he tried to lean over far enough to get me and actually hold onto me.â€œLet go of me!â€� I yelled back.But he was too strong and managed to haul most of me over the rail, enough so that I wasnâ€™t in total danger of falling again.See, hereâ€™s the thing. In that moment before I let go, I really had been contemplating my death. Iâ€™d come to terms with it and accepted it. I also, however, had known Dimitri might do something exactly like this. He was just that fast and that good. That was why I was holding my stake in the hand that was dangling free.I looked him in the eye. ""I will always love you.""Then I plunged the stake into his chest.It wasnâ€™t as precise a blow as I would have liked, not with the skilled way he was dodging. I struggled to get the stake in deep enough to his heart, unsure if I could do it from this angle. Then, his struggles stopped. His eyes stared at me, stunned, and his lips parted, almost into a smile, albeit a grisly and pained one.""Thatâ€™s what I was supposed to say. . .â€� he gasped out.Those were his last words.” Author: Richelle Mead, By: Richelle Mead, About: blood Topic: blood Theme: blood About: bridge Topic: bridge Theme: bridge About: death Topic: death Theme: death About: dhampir Topic: dhampir Theme: dhampir About: dimitri Topic: dimitri Theme: dimitri About: love Topic: love Theme: love About: magic Topic: magic Theme: magic About: promise Topic: promise Theme: promise About: rose Topic: rose Theme: rose About: stake Topic: stake Theme: stake About: strigoi Topic: strigoi Theme: strigoi love quotes life quotes"
“No good deed goes unpunished.”,Oscar Wilde,['humor'],Quote: “No good deed goes unpunished.” Author: Oscar Wilde By: Oscar Wilde About: humor Topic: humor Theme: humor
“The desire to reach for the stars is ambitious. The desire to reach hearts is wise.”,Maya Angelou,"['ambition', 'inspirational', 'wisdom']",Quote: “The desire to reach for the stars is ambitious. The desire to reach hearts is wise.” Author: Maya Angelou By: Maya Angelou About: ambition Topic: ambition Theme: ambition About: inspirational Topic: inspirational Theme: inspirational About: wisdom Topic: wisdom Theme: wisdom love quotes
"“The things we love destroy us every time, lad. Remember that.”","George R.R. Martin,","['love', 'mormont']","Quote: “The things we love destroy us every time, lad. Remember that.” Author: George R.R. Martin, By: George R.R. Martin, About: love Topic: love Theme: love About: mormont Topic: mormont Theme: mormont love quotes life quotes"
“Man is the cruelest animal.”,Friedrich Nietzsche,"['animals', 'cruelty', 'evil', 'man']",Quote: “Man is the cruelest animal.” Author: Friedrich Nietzsche By: Friedrich Nietzsche About: animals Topic: animals Theme: animals About: cruelty Topic: cruelty Theme: cruelty About: evil Topic: evil Theme: evil About: man Topic: man Theme: man
“Always be a first rate version of yourself and not a second rate version of someone else.”,Judy Garland,"['be-yourself', 'greatness', 'individuality']",Quote: “Always be a first rate version of yourself and not a second rate version of someone else.” Author: Judy Garland By: Judy Garland About: be-yourself Topic: be-yourself Theme: be-yourself About: greatness Topic: greatness Theme: greatness About: individuality Topic: individuality Theme: individuality
“Sometimes you lose a battle. But mischief always wins the war”,"John Green,",['alaska-young'],"Quote: “Sometimes you lose a battle. But mischief always wins the war” Author: John Green, By: John Green, About: alaska-young Topic: alaska-young Theme: alaska-young life quotes"
"“God alert!"" Blackjack yelled. ""It's the wine dude!Mr. D sighed in exasperation. ""The next person, or horse, who calls me the 'wine dude' will end up in a bottle of Merlot!”","Rick Riordan,","['blackjack', 'dionysus', 'percy-jackson']","Quote: “God alert!"" Blackjack yelled. ""It's the wine dude!Mr. D sighed in exasperation. ""The next person, or horse, who calls me the 'wine dude' will end up in a bottle of Merlot!” Author: Rick Riordan, By: Rick Riordan, About: blackjack Topic: blackjack Theme: blackjack About: dionysus Topic: dionysus Theme: dionysus About: percy-jackson Topic: percy-jackson Theme: percy-jackson"
“Humor is reason gone mad.”,Groucho Marx,"['humor', 'reason']",Quote: “Humor is reason gone mad.” Author: Groucho Marx By: Groucho Marx About: humor Topic: humor Theme: humor About: reason Topic: reason Theme: reason
“It is nothing to die. It is frightful not to live.”,"Victor Hugo,","['death', 'living-life']","Quote: “It is nothing to die. It is frightful not to live.” Author: Victor Hugo, By: Victor Hugo, About: death Topic: death Theme: death About: living-life Topic: living-life Theme: living-life"
“Maybe this world is another planetâ€™s hell.”,Aldous Huxley,"['hell', 'life']",Quote: “Maybe this world is another planetâ€™s hell.” Author: Aldous Huxley By: Aldous Huxley About: hell Topic: hell Theme: hell About: life Topic: life Theme: life
"“Seventeen, eh!"" said Hagrid as he accepted a bucket-sized glass of wine from Fred.""Six years to the day we met, Harry, dâ€™yeh remember it?""""Vaguely,"" said Harry, grinning up at him. ""Didnâ€™t you smash down the front door, give Dudley a pigâ€™s tail, and tell me I was a wizard?""""I forgeâ€™ the details,"" Hagrid chortled.”","J.K. Rowling,","['birthday', 'dursley', 'hagrid', 'harry-potter', 'humor', 'pig', 'wizard']","Quote: “Seventeen, eh!"" said Hagrid as he accepted a bucket-sized glass of wine from Fred.""Six years to the day we met, Harry, dâ€™yeh remember it?""""Vaguely,"" said Harry, grinning up at him. ""Didnâ€™t you smash down the front door, give Dudley a pigâ€™s tail, and tell me I was a wizard?""""I forgeâ€™ the details,"" Hagrid chortled.” Author: J.K. Rowling, By: J.K. Rowling, About: birthday Topic: birthday Theme: birthday About: dursley Topic: dursley Theme: dursley About: hagrid Topic: hagrid Theme: hagrid About: harry-potter Topic: harry-potter Theme: harry-potter About: humor Topic: humor Theme: humor About: pig Topic: pig Theme: pig About: wizard Topic: wizard Theme: wizard"
“Scars have the strange power to remind us that our past is real.”,"Cormac McCarthy,","['healing', 'injuries', 'memory', 'past', 'reality', 'scars', 'time']","Quote: “Scars have the strange power to remind us that our past is real.” Author: Cormac McCarthy, By: Cormac McCarthy, About: healing Topic: healing Theme: healing About: injuries Topic: injuries Theme: injuries About: memory Topic: memory Theme: memory About: past Topic: past Theme: past About: reality Topic: reality Theme: reality About: scars Topic: scars Theme: scars About: time Topic: time Theme: time"
"“We learn from failure, not from success!”","Bram Stoker,","['doubt', 'experience', 'learning', 'mistakes', 'records', 'wisdom']","Quote: “We learn from failure, not from success!” Author: Bram Stoker, By: Bram Stoker, About: doubt Topic: doubt Theme: doubt About: experience Topic: experience Theme: experience About: learning Topic: learning Theme: learning About: mistakes Topic: mistakes Theme: mistakes About: records Topic: records Theme: records About: wisdom Topic: wisdom Theme: wisdom"
"“God does not play dice with the universe; He plays an ineffable game of His own devising, which might be compared, from the perspective of any of the other players [i.e. everybody], to being involved in an obscure and complex variant of poker in a pitch-dark room, with blank cards, for infinite stakes, with a Dealer who won't tell you the rules, and who smiles all the time.”","Terry Pratchett,","['einstein', 'gaiman', 'god', 'humor']","Quote: “God does not play dice with the universe; He plays an ineffable game of His own devising, which might be compared, from the perspective of any of the other players [i.e. everybody], to being involved in an obscure and complex variant of poker in a pitch-dark room, with blank cards, for infinite stakes, with a Dealer who won't tell you the rules, and who smiles all the time.” Author: Terry Pratchett, By: Terry Pratchett, About: einstein Topic: einstein Theme: einstein About: gaiman Topic: gaiman Theme: gaiman About: god Topic: god Theme: god About: humor Topic: humor Theme: humor life quotes"
"“Marriage can wait, education cannot.”","Khaled Hosseini,","['education', 'marriage']","Quote: “Marriage can wait, education cannot.” Author: Khaled Hosseini, By: Khaled Hosseini, About: education Topic: education Theme: education About: marriage Topic: marriage Theme: marriage"
"“We donâ€™t need a list of rights and wrongs, tables of dos and donâ€™ts: we need books, time, and silence. Thou shalt not is soon forgotten, but Once upon a time lasts forever.”",Philip Pullman,"['books', 'inspirational']","Quote: “We donâ€™t need a list of rights and wrongs, tables of dos and donâ€™ts: we need books, time, and silence. Thou shalt not is soon forgotten, but Once upon a time lasts forever.” Author: Philip Pullman By: Philip Pullman About: books Topic: books Theme: books About: inspirational Topic: inspirational Theme: inspirational life quotes book quotes"
“The greatness of a nation and its moral progress can be judged by the way its animals are treated.”,Mahatma Gandhi,"['animals', 'ethics', 'gandhi', 'morals']",Quote: “The greatness of a nation and its moral progress can be judged by the way its animals are treated.” Author: Mahatma Gandhi By: Mahatma Gandhi About: animals Topic: animals Theme: animals About: ethics Topic: ethics Theme: ethics About: gandhi Topic: gandhi Theme: gandhi About: morals Topic: morals Theme: morals
“There are much worse games to play.”,"Suzanne Collins,","['katniss', 'mockingjay']","Quote: “There are much worse games to play.” Author: Suzanne Collins, By: Suzanne Collins, About: katniss Topic: katniss Theme: katniss About: mockingjay Topic: mockingjay Theme: mockingjay"
"“I never forget a face, but in your case I'll be glad to make an exception.”",Groucho Marx,['humor'],"Quote: “I never forget a face, but in your case I'll be glad to make an exception.” Author: Groucho Marx By: Groucho Marx About: humor Topic: humor Theme: humor"
"“This is where it all begins. Everything starts here, today.”","David Nicholls,","['hope', 'love']","Quote: “This is where it all begins. Everything starts here, today.” Author: David Nicholls, By: David Nicholls, About: hope Topic: hope Theme: hope About: love Topic: love Theme: love"
"“But until a person can say deeply and honestly, ""I am what I am today because of the choices I made yesterday,"" that person cannot say, ""I choose otherwise.”","Stephen R. Covey,","['choices', 'misattributed-eleanor-roosevelt']","Quote: “But until a person can say deeply and honestly, ""I am what I am today because of the choices I made yesterday,"" that person cannot say, ""I choose otherwise.” Author: Stephen R. Covey, By: Stephen R. Covey, About: choices Topic: choices Theme: choices About: misattributed-eleanor-roosevelt Topic: misattributed-eleanor-roosevelt Theme: misattributed-eleanor-roosevelt"
"“I know not all that may be coming, but be it what it will, I'll go to it laughing.”","Herman Melville,","['adventure', 'laughter']","Quote: “I know not all that may be coming, but be it what it will, I'll go to it laughing.” Author: Herman Melville, By: Herman Melville, About: adventure Topic: adventure Theme: adventure About: laughter Topic: laughter Theme: laughter"
“Do you not see how necessary a world of pains and troubles is to school an intelligence and make it a soul?”,"John Keats,","['art', 'depression', 'growth', 'life', 'pain', 'suffering', 'wisdom']","Quote: “Do you not see how necessary a world of pains and troubles is to school an intelligence and make it a soul?” Author: John Keats, By: John Keats, About: art Topic: art Theme: art About: depression Topic: depression Theme: depression About: growth Topic: growth Theme: growth About: life Topic: life Theme: life About: pain Topic: pain Theme: pain About: suffering Topic: suffering Theme: suffering About: wisdom Topic: wisdom Theme: wisdom"
“A short story is a different thing altogether â€“ a short story is like a quick kiss in the dark from a stranger.”,"Stephen King,","['reading', 'writing']","Quote: “A short story is a different thing altogether â€“ a short story is like a quick kiss in the dark from a stranger.” Author: Stephen King, By: Stephen King, About: reading Topic: reading Theme: reading About: writing Topic: writing Theme: writing"
“To give pleasure to a single heart by a single act is better than a thousand heads bowing in prayer.”,Mahatma Gandhi,['inspiration'],Quote: “To give pleasure to a single heart by a single act is better than a thousand heads bowing in prayer.” Author: Mahatma Gandhi By: Mahatma Gandhi About: inspiration Topic: inspiration Theme: inspiration love quotes
"“There are perhaps many causes worth dying for, but to me, certainly, there are none worth killing for.”","Albert Dietrich,","['martyrdom', 'misattributed-to-albert-camus', 'pacifism', 'principles', 'war']","Quote: “There are perhaps many causes worth dying for, but to me, certainly, there are none worth killing for.” Author: Albert Dietrich, By: Albert Dietrich, About: martyrdom Topic: martyrdom Theme: martyrdom About: misattributed-to-albert-camus Topic: misattributed-to-albert-camus Theme: misattributed-to-albert-camus About: pacifism Topic: pacifism Theme: pacifism About: principles Topic: principles Theme: principles About: war Topic: war Theme: war"
“Don't let the muggles get you down.”,"J.K. Rowling,","['encouragement', 'muggles', 'wit']","Quote: “Don't let the muggles get you down.” Author: J.K. Rowling, By: J.K. Rowling, About: encouragement Topic: encouragement Theme: encouragement About: muggles Topic: muggles Theme: muggles About: wit Topic: wit Theme: wit"
"“He allowed himself to be swayed by his conviction that human beings are not born once and for all on the day their mothers give birth to them, but that life obliges them over and over again to give birth to themselves.”","Gabriel GarcÃ­a MÃ¡rquez,","['birth', 'identity', 'life', 'self']","Quote: “He allowed himself to be swayed by his conviction that human beings are not born once and for all on the day their mothers give birth to them, but that life obliges them over and over again to give birth to themselves.” Author: Gabriel GarcÃ­a MÃ¡rquez, By: Gabriel GarcÃ­a MÃ¡rquez, About: birth Topic: birth Theme: birth About: identity Topic: identity Theme: identity About: life Topic: life Theme: life About: self Topic: self Theme: self life quotes"
“No great mind has ever existed without a touch of madness.”,Aristotle,"['aristotle', 'genius', 'great-minds', 'madness']",Quote: “No great mind has ever existed without a touch of madness.” Author: Aristotle By: Aristotle About: aristotle Topic: aristotle Theme: aristotle About: genius Topic: genius Theme: genius About: great-minds Topic: great-minds Theme: great-minds About: madness Topic: madness Theme: madness
“The mountains are calling and I must go.”,John Muir,['nature'],Quote: “The mountains are calling and I must go.” Author: John Muir By: John Muir About: nature Topic: nature Theme: nature
“My religion is very simple. My religion is kindness.”,Dalai Lama XIV,"['buddism', 'kindness', 'religion']",Quote: “My religion is very simple. My religion is kindness.” Author: Dalai Lama XIV By: Dalai Lama XIV About: buddism Topic: buddism Theme: buddism About: kindness Topic: kindness Theme: kindness About: religion Topic: religion Theme: religion
"“Five exclamation marks, the sure sign of an insane mind.”","Terry Pratchett,","['books', 'humor']","Quote: “Five exclamation marks, the sure sign of an insane mind.” Author: Terry Pratchett, By: Terry Pratchett, About: books Topic: books Theme: books About: humor Topic: humor Theme: humor"
"“She was a genius of sadness, immersing herself in it, separating its numerous strands, appreciating its subtle nuances. She was a prism through which sadness could be divided into its infinite spectrum.”","Jonathan Safran Foer,","['grief', 'mourning', 'sadness', 'sorrow', 'suffering']","Quote: “She was a genius of sadness, immersing herself in it, separating its numerous strands, appreciating its subtle nuances. She was a prism through which sadness could be divided into its infinite spectrum.” Author: Jonathan Safran Foer, By: Jonathan Safran Foer, About: grief Topic: grief Theme: grief About: mourning Topic: mourning Theme: mourning About: sadness Topic: sadness Theme: sadness About: sorrow Topic: sorrow Theme: sorrow About: suffering Topic: suffering Theme: suffering"
